"","ds","dep_var","trend","season","ct.1.","x.1.","x.2.","x.3.","intercept","depVarHat","solID","cluster","top_sol"
"1",2000-01-07,25615.7912244579,5261.14733158375,-3785.86873352055,7608.54608561262,0,0,1.69468532146041e-09,11830.5158158102,20914.3404994877,"1_212_4",2,FALSE
"2",2000-01-14,17878.3806653714,5289.9212530966,-2534.17049917735,5359.72400631682,4.61634576596862e-13,4.53995868470284e-14,1.53076695468578e-06,11830.5158158102,19945.9905775771,"1_212_4",2,FALSE
"3",2000-01-21,26124.9403347415,5318.69517460946,-2895.43699032567,8355.31550541283,6.18633042911998e-10,8.69785116972434e-12,2.48321919088032e-05,11830.5158158102,22609.0895303397,"1_212_4",2,FALSE
"4",2000-01-28,15091.3974617207,5347.46909612232,-4535.18184447014,1259.87143955986,1.00684076028222e-08,1.03904632440634e-10,0.000132373069537011,11830.5158158102,13902.6746394055,"1_212_4",2,FALSE
"5",2000-02-04,15230.1041957467,5376.24301763518,-5412.97702748665,3823.60941524551,1.4927924859977e-07,6.34104587237597e-10,0.000374129389810543,11830.5158158102,15617.3915954836,"1_212_4",2,FALSE
"6",2000-02-11,17333.0131466732,5405.01693914803,-4120.04761383325,11324.3024426738,9.84360104158824e-07,3.21828168920358e-09,0.000908117167592437,11830.5158158102,24439.7884929035,"1_212_4",2,FALSE
"7",2000-02-18,18686.3416285556,5433.79086066089,-1626.30399627528,8722.80352888685,4.33420269785686e-06,1.5325286762736e-08,0.00243629162254586,11830.5158158102,24360.8086497238,"1_212_4",2,FALSE
"8",2000-02-25,28755.2145966317,5462.56478217375,-280.639253894542,9968.83991386561,1.28904123721018e-05,5.35428336216819e-08,0.00554048018327165,11830.5158158102,26981.2868113792,"1_212_4",2,FALSE
"9",2000-03-03,19208.9746322233,5491.33870365412,-1171.93751975534,2376.87024939309,3.60189473253464e-05,1.59681365274574e-07,0.0117169665549116,11830.5158158102,18526.7990022473,"1_212_4",2,FALSE
"10",2000-03-10,28502.7070294519,5520.11262513448,-2953.32984568175,10273.2410013903,0.000123859979322415,4.17614842819644e-07,0.0344628195766876,11830.5158158102,24670.5741837504,"1_212_4",2,FALSE
"11",2000-03-17,16397.6790781445,5548.88654661485,-3480.62599406467,6052.73807197,0.000355425905121013,1.12261076173985e-06,0.0795043384423994,11830.5158158102,19951.5943012174,"1_212_4",2,FALSE
"12",2000-03-24,11015.2972060785,5577.66046809522,-2234.05008881099,4292.11096800445,0.000915425940501185,2.79015717419644e-06,0.160839556854998,11830.5158158102,19466.3989208719,"1_212_4",2,FALSE
"13",2000-03-31,24719.2211860765,5606.43438957559,-625.632733173316,11449.2565515528,0.00192919062670957,6.22459165713167e-06,0.34867190764681,11830.5158158102,28260.9246310881,"1_212_4",2,FALSE
"14",2000-04-07,16431.3509246403,5635.20831105595,17.5461560580432,1848.93056326574,0.00406677761881982,1.28876251290285e-05,0.618321519280967,11830.5158158102,19332.8232473745,"1_212_4",2,FALSE
"15",2000-04-14,14663.4114692027,5663.98223183857,130.324904793785,366.490882772602,0.00741883459340042,2.63153385220963e-05,1.02231538918447,11830.5158158102,17992.3435957543,"1_212_4",2,FALSE
"16",2000-04-21,40743.2542402997,5692.75615262118,1104.26457783451,10849.8015824357,0.0127963464386902,5.04773063043313e-05,1.52757469599029,11830.5158158102,29478.8785502214,"1_212_4",2,FALSE
"17",2000-04-28,22154.7010166423,5721.5300734038,3092.43292773448,8814.35467603232,0.0228381727843761,9.19721760155143e-05,2.32965211320763,11830.5158158102,29461.186075239,"1_212_4",2,FALSE
"18",2000-05-05,26446.0523210612,5750.30399418641,4367.85922970981,5229.36704938781,0.0391631488228733,0.000157644605012993,3.57371396365842,11830.5158158102,27181.6591238513,"1_212_4",2,FALSE
"19",2000-05-12,29459.6864139285,5779.07791496903,3271.65934662697,2256.13892356063,0.0663926500275993,0.000261892928585444,5.14675237633563,11830.5158158102,23142.6054078861,"1_212_4",2,FALSE
"20",2000-05-19,22935.4206630658,5807.85183575165,463.914950664759,9820.94314132642,0.113570276980406,0.000423766658921299,7.10277195617198,11830.5158158102,27930.4425095529,"1_212_4",2,FALSE
"21",2000-05-26,26218.3734495017,5836.62575653426,-1379.98037463618,7900.7500931054,0.178421063713312,0.000675790257347165,10.3200870513873,11830.5158158102,24198.4104747191,"1_212_4",2,FALSE
"22",2000-06-02,26201.8016312262,5865.3996789522,-303.139793643619,9703.14696238842,0.260467688526099,0.00104175050348443,14.0814481363796,11830.5158158102,27110.2656210826,"1_212_4",2,FALSE
"23",2000-06-09,31023.625448956,5894.17360137015,2835.06024446309,3920.67255984069,0.3619539597632,0.00158452570077967,18.6757237592298,11830.5158158102,24499.4614837288,"1_212_4",2,FALSE
"24",2000-06-16,27775.4940738934,5922.94752378809,5290.88826130082,6655.50572342366,0.530094005759763,0.00233968204247797,24.4784511609998,11830.5158158102,29724.8682091716,"1_212_4",2,FALSE
"25",2000-06-23,24727.6202630126,5951.72144620604,5311.75790361962,2300.72820109462,0.744104019490438,0.00341395296656118,32.147258752699,11830.5158158102,25427.6181434557,"1_212_4",2,FALSE
"26",2000-06-30,28757.8871514193,5980.49536862398,3734.29867916188,2464.30876041311,1.04506919391868,0.00490475369550981,40.1788694667639,11830.5158158102,24050.8474674236,"1_212_4",2,FALSE
"27",2000-07-07,22749.484032584,6009.26929104192,2722.01041195674,3970.24990825843,1.45975235993027,0.00688654427050474,48.543755588931,11830.5158158102,24582.0558215604,"1_212_4",2,FALSE
"28",2000-07-14,23147.2854638636,6038.04321345987,3351.00370405276,1289.78880876902,1.98659286570031,0.00948848441954409,59.9547298817721,11830.5158158102,22571.3023533238,"1_212_4",2,FALSE
"29",2000-07-21,37102.8476460902,6066.81713605994,4786.93478332984,4839.84344261331,2.70922552884749,0.0128880746794071,74.9055072536609,11830.5158158102,27601.7387986705,"1_212_4",2,FALSE
"30",2000-07-28,48422.2924403127,6095.59105866001,5619.54376234569,11811.7707445247,3.79098856318056,0.0171768939760915,94.743932899344,11830.5158158102,35455.9734796972,"1_212_4",2,FALSE
"31",2000-08-04,33449.9348185939,6124.36498126008,5426.74647325485,6265.60028547428,5.3485680269064,0.0226655379899648,113.290849674954,11830.5158158102,29765.8896390393,"1_212_4",2,FALSE
"32",2000-08-11,28048.1616734558,6153.13890386016,4774.84418603758,6208.41646704629,7.50056292727872,0.0298002939324293,134.268511631341,11830.5158158102,29108.7142476068,"1_212_4",2,FALSE
"33",2000-08-18,17173.6568776259,6181.91282646023,4085.76625521675,2878.40103791916,10.2003156243243,0.039499667700443,157.137255117074,11830.5158158102,25143.9730058155,"1_212_4",2,FALSE
"34",2000-08-25,29244.5906327648,6210.6867490603,3111.59861769905,7332.41294764893,13.624911964778,0.0517769756492494,184.471060845867,11830.5158158102,28683.3618800048,"1_212_4",2,FALSE
"35",2000-09-01,20861.6501966593,6240.0105911732,1642.65872708005,1721.97906093949,17.7029735917273,0.0674192279069876,209.551429802323,11830.5158158102,21662.4860176249,"1_212_4",2,FALSE
"36",2000-09-08,13190.9919069933,6269.33443328609,265.972686274728,418.264431480437,22.2831302933691,0.0873133187500407,236.183491135156,11830.5158158102,19042.6413015988,"1_212_4",2,FALSE
"37",2000-09-15,21028.2124700848,6298.65827539899,-49.8426541761727,9647.23862924637,28.5163412092266,0.11160559415993,265.705620166211,11830.5158158102,28020.903633249,"1_212_4",2,FALSE
"38",2000-09-22,20726.4569232376,6327.98211751188,906.604336278308,1504.57253463105,35.8702534408844,0.142188928677347,293.600982991651,11830.5158158102,20899.2882295927,"1_212_4",2,FALSE
"39",2000-09-29,28592.0266631459,6357.30595962478,2223.56234402837,9674.01395896003,45.1731204934517,0.180068987481709,324.727759658099,11830.5158158102,30455.4790275624,"1_212_4",2,FALSE
"40",2000-10-06,29060.4364265998,6386.62980173767,2779.70957843493,10739.2170940056,55.7427827612312,0.22493676577115,359.563445453922,11830.5158158102,32151.6034549693,"1_212_4",2,FALSE
"41",2000-10-13,31231.7042778304,6415.95364385057,2286.72227292967,5414.42407433175,67.1820421816927,0.278866343074704,396.583290694409,11830.5158158102,26411.6600061414,"1_212_4",2,FALSE
"42",2000-10-20,20638.3562944663,6445.27855458857,1218.04380269329,1038.24800974589,81.3774692880351,0.344488912996567,447.882330680962,11830.5158158102,21061.69047172,"1_212_4",2,FALSE
"43",2000-10-27,34211.2700136,6474.60346532658,-73.2262689344024,8532.2593500547,98.5054660329874,0.422357630190426,491.238976420125,11830.5158158102,27354.3191623404,"1_212_4",2,FALSE
"44",2000-11-03,24612.9194265812,6503.92837606458,-1704.82429404607,11579.4009002778,119.702165298586,0.514145931789326,547.769635210069,11830.5158158102,28877.006744547,"1_212_4",2,FALSE
"45",2000-11-10,27481.7799299444,6533.25328680258,-3624.53356664553,11392.6739106355,141.523903462883,0.621047477076251,597.302121735642,11830.5158158102,26871.3565192784,"1_212_4",2,FALSE
"46",2000-11-17,2578.62520601425,6562.57819754058,-5063.43512118738,1021.09976156373,167.172154433036,0.743944819870276,666.596059362722,11830.5158158102,15185.2708123428,"1_212_4",2,FALSE
