"","ds","dep_var","trend","season","ct.1.","x.1.","x.2.","x.3.","intercept","depVarHat","solID","cluster","top_sol"
"1",2000-01-07,25615.7912244579,17552.5071972118,-3755.54847620289,7938.62191758942,574.787090707003,0.0651540029290473,1016.87494852527,-3899.99355499238,19427.3142768411,"1_384_2",1,TRUE
"2",2000-01-14,17878.3806653714,17648.50421699,-2513.87483996932,5592.24088150489,1316.64905636512,2.83725573544969,1125.31705903905,-3899.99355499238,19271.6800746728,"1_384_2",1,TRUE
"3",2000-01-21,26124.9403347415,17744.5012367683,-2872.24802082537,8717.78787343762,249.58114979447,2.15187425629751,1125.01804989368,-3899.99355499238,21066.7986083326,"1_384_2",1,TRUE
"4",2000-01-28,15091.3974617207,17840.4982565466,-4498.86048993157,1314.52749459551,1316.69523988713,3.11130335952892,1120.65908313949,-3899.99355499238,13196.6373326043,"1_384_2",1,TRUE
"5",2000-02-04,15230.1041957467,17936.4952763248,-5369.62558878652,3989.48618653536,1246.18131384315,10.9830260481293,538.329789774874,-3899.99355499238,14451.8564487474,"1_384_2",1,TRUE
"6",2000-02-11,17333.0131466732,18032.4922961031,-4087.05098542235,11815.5761378401,1190.74466365562,52.5249755435318,990.790225644098,-3899.99355499238,24095.0837583718,"1_384_2",1,TRUE
"7",2000-02-18,18686.3416285556,18128.4893158814,-1613.27925635041,9101.21835342368,76.0637090727911,53.160217734464,1124.69570825666,-3899.99355499238,22970.3544930262,"1_384_2",1,TRUE
"8",2000-02-25,28755.2145966317,18224.4863356596,-278.391670845458,10401.3105976714,1220.93183729674,73.650749140279,1122.08029506099,-3899.99355499238,26864.0745889912,"1_384_2",1,TRUE
"9",2000-03-03,19208.9746322233,18320.4833553295,-1162.55170908405,2479.98422363225,1320.9129573936,88.2408072343858,1123.29558150394,-3899.99355499238,18270.3716610173,"1_384_2",1,TRUE
"10",2000-03-10,28502.7070294519,18416.4803749994,-2929.6772240068,10718.9172886174,1318.21540392332,316.555359153952,1125.35955665988,-3899.99355499238,25065.8572043548,"1_384_2",1,TRUE
"11",2000-03-17,16397.6790781445,18512.4773946693,-3452.750364138,6315.31945510981,1318.01736243695,444.231400702556,1125.33242701295,-3899.99355499238,20362.6341208011,"1_384_2",1,TRUE
"12",2000-03-24,11015.2972060785,18608.4744143391,-2216.15803329582,4478.31238976882,662.04911166901,422.529915480007,1125.25208992099,-3899.99355499238,19180.4663328898,"1_384_2",1,TRUE
"13",2000-03-31,24719.2211860765,18704.471434009,-620.6221670942,11945.951036839,1318.85649233722,438.370652670958,1125.35871417519,-3899.99355499238,29012.3926079448,"1_384_2",1,TRUE
"14",2000-04-07,16431.3509246403,18800.4684536789,17.4056324413882,1929.14132719754,364.738799785416,700.25239433328,1124.93875664496,-3899.99355499238,19036.9518090891,"1_384_2",1,TRUE
"15",2000-04-14,14663.4114692027,18896.4654710209,129.28115897839,382.390081079599,1066.67117408284,690.321557515271,1124.84794108525,-3899.99355499238,18389.9838287699,"1_384_2",1,TRUE
"16",2000-04-21,40743.2542402997,18992.4624883629,1095.42074607398,11320.4903636837,1320.21762432604,681.868637426105,1076.97283291898,-3899.99355499238,30587.4391377993,"1_384_2",1,TRUE
"17",2000-04-28,22154.7010166423,19088.4595057049,3067.66625759711,9196.74119512451,1315.90188167976,533.796974982241,1125.24360126465,-3899.99355499238,30427.8158613608,"1_384_2",1,TRUE
"18",2000-05-05,26446.0523210612,19184.4565230469,4332.87792816612,5456.22874676291,1319.56213302529,560.586841629005,1125.33835463066,-3899.99355499238,28079.0569722685,"1_384_2",1,TRUE
"19",2000-05-12,29459.6864139285,19280.4535403889,3245.45728833395,2354.01530150066,1320.83222593389,600.133573159844,1124.81578659845,-3899.99355499238,24025.7141609233,"1_384_2",1,TRUE
"20",2000-05-19,22935.4206630658,19376.4505577309,460.199549612123,10246.9977306914,1113.01724632999,735.314033373964,1122.75075875522,-3899.99355499238,29154.7363215012,"1_384_2",1,TRUE
"21",2000-05-26,26218.3734495017,19472.4475750729,-1368.92839079907,8243.50239175466,1.64226346880099,632.590943720324,1125.35510053012,-3899.99355499238,24206.6163287553,"1_384_2",1,TRUE
"22",2000-06-02,26201.8016312262,19568.4445978708,-300.7120083205,10124.0912887243,0.294825501157901,741.416459877175,1124.86677291564,-3899.99355499238,27358.4083815761,"1_384_2",1,TRUE
"23",2000-06-09,31023.625448956,19664.4416206686,2812.35482011436,4090.76014852536,1320.8453724376,609.538811204283,1124.31235214197,-3899.99355499238,25722.2595700998,"1_384_2",1,TRUE
"24",2000-06-16,27775.4940738934,19760.4386434665,5248.51460684703,6944.23652220787,1230.0400229327,701.286031620468,1124.98807801487,-3899.99355499238,31109.510350097,"1_384_2",1,TRUE
"25",2000-06-23,24727.6202630126,19856.4356662643,5269.21710841961,2400.53896212356,1317.69712289247,718.645612235613,1125.30076676553,-3899.99355499238,26787.8416837087,"1_384_2",1,TRUE
"26",2000-06-30,28757.8871514193,19952.4326890622,3704.39143598394,2571.21601380798,1318.72420708044,579.414515716384,1097.63962620991,-3899.99355499238,25323.8249328685,"1_384_2",1,TRUE
"27",2000-07-07,22749.484032584,20048.4297118601,2700.21038086186,4142.48827375934,1282.38131730484,480.147423863062,252.616835079538,-3899.99355499238,25006.2803877363,"1_384_2",1,TRUE
"28",2000-07-14,23147.2854638636,20144.4267346579,3324.16619284174,1345.74274653038,1319.35287770386,444.961178289476,1125.20106491149,-3899.99355499238,23803.8572399425,"1_384_2",1,TRUE
"29",2000-07-21,37102.8476460902,20240.4237580634,4748.5971903995,5049.80673034036,1321.01243893144,298.572253295767,1125.3361491,-3899.99355499238,28883.7549651381,"1_384_2",1,TRUE
"30",2000-07-28,48422.2924403127,20336.4207814689,5574.53797242658,12324.1919103754,1321.01948991697,311.641780243631,1125.35451469996,-3899.99355499238,37093.1728941391,"1_384_2",1,TRUE
"31",2000-08-04,33449.9348185939,20432.4178048744,5383.28475784726,6537.41610991578,1320.96669054259,454.981051871819,1027.50358972993,-3899.99355499238,31256.5764497894,"1_384_2",1,TRUE
"32",2000-08-11,28048.1616734558,20528.4148282799,4736.60342425666,6477.75152890441,1317.32095734403,896.068388358935,1119.6916645366,-3899.99355499238,31175.8572366882,"1_384_2",1,TRUE
"33",2000-08-18,17173.6568776259,20624.4118516854,4053.04417927652,3003.27254512481,1317.57885995608,839.965145557587,1118.06158336661,-3899.99355499238,27056.3406099746,"1_384_2",1,TRUE
"34",2000-08-25,29244.5906327648,20720.4088750909,3086.67845342538,7650.50950339816,1231.28290502192,880.419094780742,1125.03612441786,-3899.99355499238,30794.3414011426,"1_384_2",1,TRUE
"35",2000-09-01,20861.6501966593,20818.2405679322,1629.50300542251,1796.68238333389,14.7914241250508,941.484476531126,95.6071366913845,-3899.99355499238,21396.3154390438,"1_384_2",1,TRUE
"36",2000-09-08,13190.9919069933,20916.0722607736,263.842564800648,436.409682708956,1320.84268838453,775.725477310068,917.916177852018,-3899.99355499238,20730.8152968374,"1_384_2",1,TRUE
"37",2000-09-15,21028.2124700848,21013.9039536149,-49.4434744353022,10065.7575264176,1310.80464447831,892.36135685071,1114.91491553698,-3899.99355499238,30448.3053674708,"1_384_2",1,TRUE
"38",2000-09-22,20726.4569232376,21111.7356464562,899.343525432471,1569.84427321944,1320.4371865513,912.295803265179,121.950471498965,-3899.99355499238,22035.6133514312,"1_384_2",1,TRUE
"39",2000-09-29,28592.0266631459,21209.5673392976,2205.75428274091,10093.6944301209,1255.61772284314,647.103181163433,1105.50502101941,-3899.99355499238,32617.2484221929,"1_384_2",1,TRUE
